,director_name,num_critic_for_reviews,duration,director_facebook_likes,movie_title,imdb_score
372,Chris Columbus,253.0,106.0,0.0,Pixels ,5.6
373,Steven Spielberg,281.0,146.0,14000.0,A.I. Artificial Intelligence ,7.1
374,Rob Minkoff,122.0,88.0,50.0,The Haunted Mansion ,4.9
375,Robert Zemeckis,159.0,150.0,0.0,Contact ,7.4
376,Paul Verhoeven,180.0,119.0,719.0,Hollow Man ,5.7
377,Sydney Pollack,227.0,128.0,521.0,The Interpreter ,6.4
378,Thor Freudenthal,183.0,106.0,87.0,Percy Jackson: Sea of Monsters ,5.9
379,Jan de Bont,157.0,117.0,101.0,Lara Croft Tomb Raider: The Cradle of Life ,5.5
380,Jon M. Chu,196.0,129.0,209.0,Now You See Me 2 ,6.9
381,Phillip Noyce,64.0,116.0,176.0,The Saint ,6.2
382,Tony Scott,142.0,114.0,12000.0,Spy Game ,7.0
383,Brian De Palma,181.0,114.0,0.0,Mission to Mars ,5.6
384,Carlos Saldanha,240.0,96.0,107.0,Rio ,7.0
385,Chris Columbus,93.0,132.0,0.0,Bicentennial Man ,6.8
386,Mick Jackson,84.0,104.0,81.0,Volcano ,5.4
387,Alan J. Pakula,66.0,111.0,79.0,The Devil's Own ,6.1
388,Kathryn Bigelow,136.0,138.0,0.0,K-19: The Widowmaker ,6.7
389,Josh Trank,369.0,100.0,128.0,Fantastic Four ,4.3
390,John Milius,166.0,129.0,468.0,Conan the Barbarian ,6.9
391,Ron Howard,201.0,144.0,2000.0,Cinderella Man ,8.0
392,Andrey Konchalovskiy,47.0,110.0,96.0,The Nutcracker in 3D ,4.4
393,Gary Ross,175.0,140.0,378.0,Seabiscuit ,7.3
394,Jan de Bont,114.0,113.0,101.0,Twister ,6.3
395,Rob Cohen,187.0,106.0,357.0,The Fast and the Furious ,6.7
396,Robert Zemeckis,221.0,143.0,0.0,Cast Away ,7.7
397,George Miller,206.0,108.0,750.0,Happy Feet ,6.5
398,Paul Greengrass,239.0,108.0,521.0,The Bourne Supremacy ,7.8
399,Wolfgang Petersen,142.0,124.0,249.0,Air Force One ,6.4
400,Steven Soderbergh,186.0,116.0,0.0,Ocean's Eleven ,7.8
401,Paul W.S. Anderson,228.0,110.0,545.0,The Three Musketeers ,5.8
402,Genndy Tartakovsky,256.0,91.0,266.0,Hotel Transylvania ,7.1
403,Kevin Lima,222.0,107.0,36.0,Enchanted ,7.1
404,,103.0,44.0,,Hannibal             ,8.6
405,Daniel Espinosa,298.0,115.0,79.0,Safe House ,6.8
406,Kevin Lima,84.0,100.0,36.0,102 Dalmatians ,4.8
407,Brett Ratner,236.0,104.0,420.0,Tower Heist ,6.2
408,Nancy Meyers,157.0,138.0,278.0,The Holiday ,6.9
409,Tony Scott,81.0,140.0,12000.0,Enemy of the State ,7.3
410,Nancy Meyers,187.0,120.0,278.0,It's Complicated ,6.6
411,Steven Soderbergh,238.0,122.0,0.0,Ocean's Thirteen ,6.9
412,Roger Allers,107.0,83.0,28.0,Open Season ,6.2
413,Neil Burger,459.0,139.0,168.0,Divergent ,6.7
414,Jean-Jacques Annaud,187.0,131.0,218.0,Enemy at the Gates ,7.6
415,Peter Berg,151.0,104.0,532.0,The Rundown ,6.7
416,John McTiernan,80.0,130.0,323.0,Last Action Hero ,6.2
417,Rob Marshall,229.0,145.0,252.0,Memoirs of a Geisha ,7.3
418,Justin Lin,158.0,104.0,681.0,The Fast and the Furious: Tokyo Drift ,6.0
419,Sarah Smith,190.0,97.0,6.0,Arthur Christmas ,7.1
420,Martin Brest,98.0,178.0,102.0,Meet Joe Black ,7.1
421,Andrew Davis,135.0,108.0,99.0,Collateral Damage ,5.5
422,Bob Fosse,84.0,123.0,189.0,All That Jazz ,7.8
423,Tarsem Singh,382.0,106.0,763.0,Mirror Mirror ,5.6
424,Edgar Wright,393.0,112.0,1000.0,Scott Pilgrim vs. the World ,7.5
425,Jon Amiel,149.0,135.0,36.0,The Core ,5.4
426,Peter Segal,94.0,109.0,88.0,Nutty Professor II: The Klumps ,4.3
427,Raja Gosnell,138.0,86.0,67.0,Scooby-Doo ,4.9
428,Pete Travis,432.0,95.0,38.0,Dredd ,7.1
429,Frank Coraci,173.0,107.0,153.0,Click ,6.4
430,George A. Romero,127.0,130.0,0.0,Creepshow ,6.9
431,Brad Peyton,91.0,82.0,62.0,Cats & Dogs: The Revenge of Kitty Galore ,4.3
432,Doug Liman,238.0,88.0,218.0,Jumper ,6.1
433,Guillermo del Toro,345.0,120.0,0.0,Hellboy II: The Golden Army ,7.0
434,David Fincher,377.0,162.0,21000.0,Zodiac ,7.7
435,Roger Spottiswoode,170.0,123.0,55.0,The 6th Day ,5.9
436,Tom Shadyac,191.0,101.0,293.0,Bruce Almighty ,6.7
437,Sylvester Stallone,424.0,113.0,13000.0,The Expendables ,6.5
438,Brian De Palma,154.0,110.0,0.0,Mission: Impossible ,7.1
439,Gary Ross,673.0,142.0,378.0,The Hunger Games ,7.3
440,Todd Phillips,383.0,102.0,480.0,The Hangover Part II ,6.5
441,Tim Burton,153.0,126.0,13000.0,Batman Returns ,7.0
442,Tim Johnson,166.0,83.0,12.0,Over the Hedge ,6.8
443,Dean DeBlois,180.0,85.0,255.0,Lilo & Stitch ,7.2
444,Gary Winick,120.0,97.0,56.0,Charlotte's Web ,6.4
445,Mimi Leder,125.0,120.0,75.0,Deep Impact ,6.1
446,Dean Parisot,234.0,116.0,23.0,RED 2 ,6.7
447,Peter Segal,134.0,113.0,88.0,The Longest Yard ,6.4
448,Mike Mitchell,91.0,87.0,31.0,Alvin and the Chipmunks: Chipwrecked ,4.4
449,Dennis Dugan,139.0,101.0,221.0,Grown Ups 2 ,5.4
450,Peter Segal,265.0,110.0,88.0,Get Smart ,6.5
451,Nancy Meyers,145.0,128.0,278.0,Something's Gotta Give ,6.7
452,Martin Scorsese,490.0,138.0,17000.0,Shutter Island ,8.1
453,Seth Gordon,141.0,88.0,91.0,Four Christmases ,5.6
454,Chris Wedge,163.0,91.0,77.0,Robots ,6.3
455,John Woo,155.0,138.0,610.0,Face/Off ,7.3
456,Adam Shankman,144.0,99.0,163.0,Bedtime Stories ,6.1
457,Sam Mendes,226.0,117.0,0.0,Road to Perdition ,7.7
458,Dennis Dugan,204.0,117.0,221.0,Just Go with It ,6.4
459,,95.0,54.0,,Daredevil             ,8.8
460,Simon West,139.0,123.0,165.0,Con Air ,6.8
461,D.J. Caruso,215.0,118.0,154.0,Eagle Eye ,6.6
462,Anthony Minghella,198.0,154.0,333.0,Cold Mountain ,7.2
463,Albert Hughes,325.0,118.0,117.0,The Book of Eli ,6.9
464,Les Mayfield,53.0,90.0,10.0,Flubber ,5.2
465,Jan de Bont,167.0,113.0,101.0,The Haunting ,4.9
466,Joe Pytka,46.0,88.0,30.0,Space Jam ,6.3
467,Shawn Levy,147.0,93.0,189.0,The Pink Panther ,5.6
468,Scott Derrickson,276.0,104.0,301.0,The Day the Earth Stood Still ,5.5
469,Richard Donner,80.0,135.0,503.0,Conspiracy Theory ,6.7
470,David Ayer,406.0,134.0,452.0,Fury ,7.6
471,Ivan Reitman,97.0,98.0,425.0,Six Days Seven Nights ,5.7
472,Eric Brevig,143.0,80.0,40.0,Yogi Bear ,4.6
473,Kelly Asbury,106.0,83.0,21.0,Spirit: Stallion of the Cimarron ,7.0
474,Frank Coraci,178.0,102.0,153.0,Zookeeper ,5.2
475,Stephen Hopkins,102.0,130.0,81.0,Lost in Space ,5.1
476,Jonathan Demme,209.0,129.0,438.0,The Manchurian Candidate ,6.6
477,Henry Jaglom,19.0,117.0,69.0,Déjà Vu ,7.0
478,Genndy Tartakovsky,152.0,89.0,266.0,Hotel Transylvania 2 ,6.7
479,,31.0,25.0,,Bewitched             ,7.6
480,James Algar,129.0,74.0,11.0,Fantasia 2000 ,7.3
481,Simon Wells,124.0,96.0,25.0,The Time Machine ,5.9
482,Ron Underwood,35.0,114.0,31.0,Mighty Joe Young ,5.6
483,Dominic Sena,166.0,99.0,57.0,Swordfish ,6.5
484,Martin Campbell,137.0,129.0,258.0,The Legend of Zorro ,5.9
485,Vincent Ward,121.0,113.0,25.0,What Dreams May Come ,7.0
486,Steven Brill,87.0,90.0,65.0,Little Nicky ,5.3
487,Terry Gilliam,233.0,118.0,0.0,The Brothers Grimm ,5.9
488,Tim Burton,132.0,106.0,13000.0,Mars Attacks! ,6.3
489,Lucile Hadzihalilovic,63.0,81.0,92.0,Evolution ,6.4
490,Lee Tamahori,95.0,117.0,93.0,The Edge ,6.9
491,Jonathan Mostow,258.0,89.0,84.0,Surrogates ,6.3
492,Roger Donaldson,162.0,145.0,79.0,Thirteen Days ,7.3
493,Rob Cohen,61.0,114.0,357.0,Daylight ,5.8
494,Barry Cook,113.0,87.0,43.0,Walking with Dinosaurs 3D ,5.2
495,Roger Christian,174.0,119.0,64.0,Battlefield Earth ,2.4
496,Joe Dante,101.0,91.0,287.0,Looney Tunes: Back in Action ,5.7
497,Rob Marshall,205.0,118.0,252.0,Nine ,5.8
498,Richard Donner,123.0,116.0,503.0,Timeline ,5.6
499,Kevin Costner,79.0,177.0,0.0,The Postman ,6.0
500,George Miller,61.0,97.0,750.0,Babe: Pig in the City ,5.8
501,Breck Eisner,202.0,106.0,42.0,The Last Witch Hunter ,6.0
502,Antony Hoffman,145.0,106.0,14.0,Red Planet ,5.7
503,Luc Besson,101.0,94.0,0.0,Arthur and the Invisibles ,6.0
504,Jacques Perrin,113.0,104.0,63.0,Oceans ,7.8
505,Peter Hyams,113.0,102.0,0.0,A Sound of Thunder ,4.2
506,Paul W.S. Anderson,272.0,105.0,545.0,Pompeii ,5.6
507,Andrés Couturier,3.0,89.0,0.0,Top Cat Begins ,4.4
508,Ron Howard,205.0,135.0,2000.0,A Beautiful Mind ,8.2
509,Roger Allers,186.0,73.0,28.0,The Lion King ,8.5
510,Brad Peyton,178.0,94.0,62.0,Journey 2: The Mysterious Island ,5.8
511,Cody Cameron,169.0,95.0,18.0,Cloudy with a Chance of Meatballs 2 ,6.5
512,Brett Ratner,210.0,124.0,420.0,Red Dragon ,7.2
513,Joe Johnston,140.0,136.0,394.0,Hidalgo ,6.7
514,Dennis Dugan,156.0,91.0,221.0,Jack and Jill ,3.4
515,John Singleton,150.0,107.0,309.0,2 Fast 2 Furious ,5.9
516,Mark Osborne,119.0,108.0,54.0,The Little Prince ,7.8
517,Oliver Hirschbiegel,232.0,99.0,101.0,The Invasion ,5.9
518,Des McAnuff,49.0,92.0,5.0,The Adventures of Rocky & Bullwinkle ,4.1
519,Yarrow Cheney,165.0,87.0,11.0,The Secret Life of Pets ,6.8
520,Stephen Norrington,202.0,110.0,45.0,The League of Extraordinary Gentlemen ,5.8
521,Pierre Coffin,306.0,98.0,275.0,Despicable Me 2 ,7.5
522,Roland Emmerich,185.0,154.0,776.0,Independence Day ,6.9
523,Steven Spielberg,177.0,129.0,14000.0,The Lost World: Jurassic Park ,6.5
524,Eric Darnell,181.0,86.0,35.0,Madagascar ,6.9
525,Alfonso Cuarón,372.0,109.0,0.0,Children of Men ,7.9
526,Bryan Singer,290.0,104.0,0.0,X-Men ,7.4
527,Timur Bekmambetov,316.0,110.0,335.0,Wanted ,6.7
528,Michael Bay,122.0,136.0,0.0,The Rock ,7.4
529,Carlos Saldanha,164.0,115.0,107.0,Ice Age: The Meltdown ,6.9
530,Peter Segal,147.0,99.0,88.0,50 First Dates ,6.8
531,Adam Shankman,219.0,117.0,163.0,Hairspray ,6.7
532,Renny Harlin,167.0,125.0,212.0,Exorcist: The Beginning ,5.1
533,David Kellogg,70.0,110.0,16.0,Inspector Gadget ,4.1
534,Louis Leterrier,384.0,125.0,255.0,Now You See Me ,7.3
535,Dennis Dugan,179.0,102.0,221.0,Grown Ups ,6.0
536,Steven Spielberg,151.0,128.0,14000.0,The Terminal ,7.3
537,,12.0,43.0,,Constantine             ,7.5
538,Thor Freudenthal,107.0,100.0,87.0,Hotel for Dogs ,5.4
539,Martin Campbell,134.0,124.0,258.0,Vertical Limit ,5.9
540,Mike Nichols,269.0,102.0,0.0,Charlie Wilson's War ,7.1
541,Bibo Bergeron,143.0,90.0,10.0,Shark Tale ,6.0
542,Bill Condon,241.0,130.0,386.0,Dreamgirls ,6.5
543,,12.0,45.0,,Life             ,8.3
544,F. Gary Gray,161.0,118.0,473.0,Be Cool ,5.7
545,Steven Spielberg,298.0,163.0,14000.0,Munich ,7.6
546,Antoine Fuqua,89.0,142.0,845.0,Tears of the Sun ,6.6
547,Robert Luketic,140.0,100.0,126.0,Killers ,5.4
548,Guy Ritchie,362.0,116.0,0.0,The Man from U.N.C.L.E. ,7.3
549,James L. Brooks,124.0,131.0,274.0,Spanglish ,6.5
550,Gil Kenan,190.0,91.0,27.0,Monster House ,6.6
551,Barry Levinson,132.0,123.0,272.0,Bandits ,6.6
552,Jerry Zucker,53.0,134.0,109.0,First Knight ,5.9
553,Andy Tennant,91.0,148.0,72.0,Anna and the King ,6.7
554,Tarsem Singh,284.0,110.0,763.0,Immortals ,6.1
555,Florent-Emilio Siri,152.0,113.0,17.0,Hostage ,6.6
556,Don Bluth,131.0,94.0,383.0,Titan A.E. ,6.6
557,Ron Shelton,132.0,116.0,41.0,Hollywood Homicide ,5.3
558,Paul W.S. Anderson,67.0,99.0,545.0,Soldier ,6.0
559,David Pastor,130.0,84.0,10.0,Carriers ,6.0
560,Henry Selick,74.0,93.0,253.0,Monkeybone ,4.7
561,John Moore,114.0,113.0,212.0,Flight of the Phoenix ,6.1
562,M. Night Shyamalan,294.0,106.0,0.0,Unbreakable ,7.2
563,Kyle Balda,308.0,91.0,22.0,Minions ,6.4
564,Zack Snyder,435.0,128.0,0.0,Sucker Punch ,6.1
565,Brian De Palma,117.0,98.0,0.0,Snake Eyes ,5.9
566,Barry Levinson,108.0,134.0,272.0,Sphere ,6.0
567,Clay Kaytis,141.0,97.0,6.0,The Angry Birds Movie ,6.3
568,Andy Tennant,176.0,112.0,72.0,Fool's Gold ,5.6
569,Judd Apatow,230.0,153.0,0.0,Funny People ,6.4
570,Peter Berg,234.0,110.0,532.0,The Kingdom ,7.1
571,Adam McKay,164.0,122.0,285.0,Talladega Nights: The Ballad of Ricky Bobby ,6.6
572,Steve Carr,91.0,87.0,41.0,Dr. Dolittle 2 ,4.6
573,Mel Gibson,132.0,178.0,0.0,Braveheart ,8.4
574,Sam Mendes,262.0,125.0,0.0,Jarhead ,7.1
575,David Silverman,299.0,87.0,30.0,The Simpsons Movie ,7.4
576,Frank Darabont,128.0,152.0,0.0,The Majestic ,6.9
577,Renny Harlin,109.0,116.0,212.0,Driven ,4.5
578,Jean-Jacques Annaud,88.0,109.0,218.0,Two Brothers ,7.1
579,M. Night Shyamalan,261.0,108.0,0.0,The Village ,6.5
580,Betty Thomas,73.0,85.0,84.0,Doctor Dolittle ,5.3
581,M. Night Shyamalan,208.0,106.0,0.0,Signs ,6.7
582,Andrew Adamson,205.0,93.0,80.0,Shrek 2 ,7.2
583,John Lasseter,256.0,117.0,487.0,Cars ,7.2
584,Garry Marshall,103.0,116.0,0.0,Runaway Bride ,5.5
585,Rob Cohen,191.0,132.0,357.0,xXx ,5.8
586,Paul Tibbitt,147.0,92.0,5.0,The SpongeBob Movie: Sponge Out of Water ,6.0
587,Ron Howard,79.0,139.0,2000.0,Ransom ,6.6
588,Quentin Tarantino,486.0,153.0,16000.0,Inglourious Basterds ,8.3
589,Steven Spielberg,75.0,142.0,14000.0,Hook ,6.7
590,Brett Ratner,245.0,101.0,420.0,Hercules ,6.0
591,Renny Harlin,142.0,124.0,212.0,Die Hard 2 ,7.1
592,Clark Johnson,144.0,117.0,69.0,S.W.A.T. ,6.0
593,,39.0,45.0,,Sleepy Hollow             ,7.5
594,Cameron Crowe,153.0,141.0,488.0,Vanilla Sky ,6.9
595,M. Night Shyamalan,284.0,110.0,0.0,Lady in the Water ,5.6
596,Paul W.S. Anderson,247.0,109.0,545.0,AVP: Alien vs. Predator ,5.6
597,Betty Thomas,107.0,88.0,84.0,Alvin and the Chipmunks: The Squeakquel ,4.5
598,Randall Wallace,141.0,124.0,130.0,We Were Soldiers ,7.1
599,Antoine Fuqua,358.0,119.0,845.0,Olympus Has Fallen ,6.5
600,Jonathan Frakes,160.0,103.0,906.0,Star Trek: Insurrection ,6.4
601,Jonathan Liebesman,355.0,116.0,473.0,Battle Los Angeles ,5.8
602,Tim Burton,235.0,125.0,13000.0,Big Fish ,8.0
603,Mike Nichols,59.0,125.0,0.0,Wolf ,6.2
604,Steven Spielberg,388.0,146.0,14000.0,War Horse ,7.2
605,George Clooney,371.0,118.0,0.0,The Monuments Men ,6.1
606,James Cameron,82.0,171.0,0.0,The Abyss ,7.6
607,Oliver Stone,297.0,136.0,0.0,Wall Street: Money Never Sleeps ,6.3
608,Gary Shore,261.0,92.0,28.0,Dracula Untold ,6.3
609,Edward Zwick,120.0,116.0,380.0,The Siege ,6.3
610,Matthew Vaughn,228.0,127.0,905.0,Stardust ,7.7
611,Jean-Jacques Annaud,76.0,136.0,218.0,Seven Years in Tibet ,7.0
612,Ron Howard,185.0,111.0,2000.0,The Dilemma ,5.3
613,Joel Schumacher,128.0,116.0,541.0,Bad Company ,5.6
614,Andrzej Bartkowiak,237.0,113.0,43.0,Doom ,5.2
615,Betty Thomas,105.0,97.0,84.0,I Spy ,5.4
616,Måns Mårlind,242.0,88.0,24.0,Underworld: Awakening ,6.4
617,Adam Shankman,360.0,136.0,163.0,Rock of Ages ,5.9
618,Gregory Hoblit,112.0,125.0,40.0,Hart's War ,6.3
619,Gary McKendry,189.0,116.0,5.0,Killer Elite ,6.5
620,John McTiernan,151.0,98.0,323.0,Rollerball ,3.0
621,Wych Kaosayananda,92.0,91.0,8.0,Ballistic: Ecks vs. Sever ,3.6
622,Mikael Salomon,79.0,97.0,13.0,Hard Rain ,5.8
623,Bobby Farrelly,81.0,95.0,101.0,Osmosis Jones ,6.2
624,Will Finn,51.0,88.0,6.0,Legends of Oz: Dorothy's Return ,5.6
625,Michael Mann,261.0,133.0,0.0,Blackhat ,5.4
626,Kerry Conran,197.0,106.0,14.0,Sky Captain and the World of Tomorrow ,6.1
627,Michael Caton-Jones,159.0,116.0,105.0,Basic Instinct 2 ,4.2
628,Mikael Håfström,286.0,115.0,101.0,Escape Plan ,6.7
629,Renny Harlin,156.0,99.0,212.0,The Legend of Hercules ,4.2
630,Phil Alden Robinson,176.0,124.0,31.0,The Sum of All Fears ,6.4
631,David Slade,293.0,124.0,171.0,The Twilight Saga: Eclipse ,4.9
632,Frank Oz,141.0,124.0,0.0,The Score ,6.8
633,Pierre Coffin,304.0,87.0,275.0,Despicable Me ,7.7
634,Joseph Ruben,40.0,105.0,29.0,Money Train ,5.6
635,Seth MacFarlane,280.0,125.0,3000.0,Ted 2 ,6.4
636,Alejandro Amenábar,180.0,141.0,448.0,Agora ,7.2
637,Kinka Usher,125.0,121.0,18.0,Mystery Men ,6.0
638,Bobby Farrelly,237.0,111.0,101.0,Hall Pass ,5.9
639,Michael Mann,209.0,157.0,0.0,The Insider ,7.9
640,Craig Gillespie,178.0,117.0,44.0,The Finest Hours ,6.8
641,Ridley Scott,238.0,128.0,0.0,Body of Lies ,7.1
642,Jay Roach,190.0,114.0,116.0,Dinner for Schmucks ,5.9
643,Timur Bekmambetov,393.0,105.0,335.0,Abraham Lincoln: Vampire Hunter ,5.9
644,Jon Amiel,138.0,113.0,36.0,Entrapment ,6.2
645,,4.0,30.0,,Last Man Standing             ,7.4
646,Rob Bowman,142.0,121.0,38.0,The X Files ,7.0
647,Doug Lefler,90.0,102.0,4.0,The Last Legion ,5.4
648,Steven Spielberg,219.0,169.0,14000.0,Saving Private Ryan ,8.6
649,Scott Waugh,327.0,132.0,76.0,Need for Speed ,6.5
650,Nancy Meyers,149.0,127.0,278.0,What Women Want ,6.4
651,Chris Wedge,193.0,103.0,77.0,Ice Age ,7.6
652,Lawrence Kasdan,175.0,136.0,759.0,Dreamcatcher ,5.5
653,Steven Spielberg,538.0,150.0,14000.0,Lincoln ,7.4
654,Lana Wachowski,313.0,136.0,0.0,The Matrix ,8.7
655,Ron Howard,159.0,140.0,2000.0,Apollo 13 ,7.6
656,Paul Verhoeven,196.0,113.0,719.0,Total Recall ,7.5
657,Michael Lembeck,80.0,104.0,54.0,The Santa Clause 2 ,5.5
658,Tom Hooper,488.0,158.0,0.0,Les Misérables ,7.6
659,Nora Ephron,153.0,119.0,0.0,You've Got Mail ,6.5
660,Adam McKay,173.0,106.0,285.0,Step Brothers ,6.9
661,Martin Campbell,156.0,136.0,258.0,The Mask of Zorro ,6.7
662,Todd Phillips,307.0,95.0,480.0,Due Date ,6.6
663,Angelina Jolie Pitt,322.0,137.0,11000.0,Unbroken ,7.2
664,Clint Eastwood,169.0,130.0,16000.0,Space Cowboys ,6.4
665,Renny Harlin,74.0,124.0,212.0,Cliffhanger ,6.4
666,John Woo,72.0,108.0,610.0,Broken Arrow ,6.0
667,Jon Turteltaub,86.0,104.0,226.0,The Kid ,6.1
668,Oliver Stone,242.0,129.0,0.0,World Trade Center ,6.0
669,Mike Newell,141.0,117.0,179.0,Mona Lisa Smile ,6.4
670,Larry Charles,313.0,99.0,119.0,The Dictator ,6.4
671,Stanley Kubrick,280.0,159.0,0.0,Eyes Wide Shut ,7.3
672,Will Gluck,176.0,118.0,87.0,Annie ,5.2
673,Glenn Ficarra,279.0,105.0,43.0,Focus ,6.6
674,McG,241.0,103.0,368.0,This Means War ,6.3
675,David S. Goyer,185.0,122.0,687.0,Blade: Trinity ,5.9
676,John Milius,97.0,114.0,468.0,Red Dawn ,6.4
677,Mike Nichols,117.0,143.0,0.0,Primary Colors ,6.7
678,Paul W.S. Anderson,239.0,96.0,545.0,Resident Evil: Retribution ,5.4
679,Paul W.S. Anderson,230.0,111.0,545.0,Death Race ,6.4
680,Renny Harlin,94.0,121.0,212.0,The Long Kiss Goodnight ,6.7
681,Taylor Hackford,134.0,135.0,138.0,Proof of Life ,6.2
682,Jon Favreau,136.0,101.0,4000.0,Zathura: A Space Adventure ,6.1
683,David Fincher,315.0,151.0,21000.0,Fight Club ,8.8
684,McG,96.0,131.0,368.0,We Are Marshall ,7.1
685,,14.0,60.0,,The Missing             ,8.1
686,Michael Lehmann,60.0,100.0,36.0,Hudson Hawk ,5.7
687,Nora Ephron,60.0,105.0,0.0,Lucky Numbers ,5.0
688,Stuart Beattie,308.0,92.0,72.0,"I, Frankenstein ",5.1
689,Roman Polanski,127.0,130.0,2000.0,Oliver Twist ,6.9
690,Rob Bowman,196.0,100.0,38.0,Elektra ,4.8
691,Frank Miller,339.0,102.0,436.0,Sin City: A Dame to Kill For ,6.5
692,Sydney Pollack,96.0,133.0,521.0,Random Hearts ,5.1
693,Baltasar Kormákur,361.0,121.0,175.0,Everest ,7.1
694,Tom Tykwer,226.0,147.0,670.0,Perfume: The Story of a Murderer ,7.5
695,Jay Roach,194.0,94.0,116.0,Austin Powers in Goldmember ,6.2
696,David Bowers,138.0,94.0,42.0,Astro Boy ,6.3
697,Steven Spielberg,308.0,127.0,14000.0,Jurassic Park ,8.1
698,Lawrence Kasdan,40.0,212.0,759.0,Wyatt Earp ,6.6
699,Phillip Noyce,42.0,141.0,176.0,Clear and Present Danger ,6.9
700,Daniel Lee,68.0,103.0,10.0,Dragon Blade ,6.1
701,Keenen Ivory Wayans,78.0,98.0,322.0,Littleman ,4.3
702,Jonathan Mostow,178.0,116.0,84.0,U-571 ,6.6
703,Rob Reiner,75.0,114.0,0.0,The American President ,6.8
704,Marco Schnabel,150.0,87.0,12.0,The Love Guru ,3.8
705,Demian Lichtenstein,113.0,125.0,11.0,3000 Miles to Graceland ,5.9
706,Quentin Tarantino,596.0,187.0,16000.0,The Hateful Eight ,7.9
707,Josh Gordon,191.0,93.0,8.0,Blades of Glory ,6.3
708,Tim Hill,156.0,95.0,25.0,Hop ,5.5
709,Zack Snyder,460.0,117.0,0.0,300 ,7.7
710,Jay Roach,141.0,106.0,116.0,Meet the Fockers ,6.3
711,David Frankel,180.0,115.0,64.0,Marley & Me ,7.1
712,Frank Darabont,186.0,189.0,0.0,The Green Mile ,8.5
713,Walt Becker,177.0,100.0,12.0,Wild Hogs ,5.9
714,Mark Dindal,161.0,81.0,10.0,Chicken Little ,5.8
715,David Fincher,568.0,149.0,21000.0,Gone Girl ,8.1
716,Doug Liman,249.0,119.0,218.0,The Bourne Identity ,7.9
717,Martin Campbell,137.0,130.0,258.0,GoldenEye ,7.2
718,Simon West,113.0,116.0,165.0,The General's Daughter ,6.3
719,Peter Weir,213.0,103.0,608.0,The Truman Show ,8.1
720,Brenda Chapman,120.0,99.0,59.0,The Prince of Egypt ,7.0
721,Steve Carr,81.0,92.0,41.0,Daddy Day Care ,5.5
722,Baltasar Kormákur,265.0,109.0,175.0,2 Guns ,6.7
723,Lawrence Guterman,105.0,87.0,6.0,Cats & Dogs ,5.2
724,F. Gary Gray,155.0,111.0,473.0,The Italian Job ,7.0
725,Marc Lawrence,118.0,101.0,30.0,Two Weeks Notice ,6.1
726,Eric Darnell,131.0,83.0,35.0,Antz ,6.6
727,Peter Billingsley,166.0,113.0,0.0,Couples Retreat ,5.5
728,Tony Scott,60.0,107.0,12000.0,Days of Thunder ,5.9
729,Adam Shankman,77.0,94.0,163.0,Cheaper by the Dozen 2 ,5.4
730,Wes Ball,249.0,132.0,47.0,The Scorch Trials ,6.4
731,Ryan Murphy,213.0,140.0,708.0,Eat Pray Love ,5.7
732,Brett Ratner,121.0,125.0,420.0,The Family Man ,6.7
733,Robert Schwentke,315.0,111.0,124.0,RED ,7.1
734,Oliver Stone,171.0,156.0,0.0,Any Given Sunday ,6.8
735,Robert Redford,96.0,170.0,0.0,The Horse Whisperer ,6.5
736,Michael Mann,299.0,120.0,0.0,Collateral ,7.6
737,Chuck Russell,167.0,100.0,55.0,The Scorpion King ,5.5
738,Jay Russell,125.0,115.0,13.0,Ladder 49 ,6.5
739,Christopher McQuarrie,387.0,130.0,188.0,Jack Reacher ,7.0
740,Renny Harlin,199.0,105.0,212.0,Deep Blue Sea ,5.8
741,Kenny Ortega,136.0,111.0,197.0,This Is It ,7.3
742,Steven Soderbergh,436.0,106.0,0.0,Contagion ,6.6
743,David McNally,73.0,89.0,18.0,Kangaroo Jack ,4.4
744,Henry Selick,310.0,100.0,253.0,Coraline ,7.7
745,M. Night Shyamalan,323.0,91.0,0.0,The Happening ,5.0
746,Tony Scott,171.0,146.0,12000.0,Man on Fire ,7.7
747,Brian Robbins,76.0,98.0,48.0,The Shaggy Dog ,4.4
748,Todd Phillips,173.0,101.0,480.0,Starsky & Hutch ,6.1
749,Brian Levant,81.0,94.0,32.0,Jingle All the Way ,5.4
750,Guillermo del Toro,242.0,132.0,0.0,Hellboy ,6.8
751,Steven Zaillian,110.0,115.0,234.0,A Civil Action ,6.5
752,Chris Butler,328.0,92.0,28.0,ParaNorman ,7.0
753,Michael Caton-Jones,83.0,124.0,105.0,The Jackal ,6.3
754,John Woo,196.0,119.0,610.0,Paycheck ,6.3
755,Jon Avnet,34.0,124.0,50.0,Up Close & Personal ,6.1
756,Sam Fell,118.0,93.0,18.0,The Tale of Despereaux ,6.1
757,,8.0,22.0,,Rules of Engagement             ,7.3
758,Kevin Donovan,81.0,98.0,11.0,The Tuxedo ,5.3
759,Geoff Murphy,47.0,92.0,14.0,Under Siege 2: Dark Territory ,5.4
760,Kenneth Branagh,313.0,105.0,0.0,Jack Ryan: Shadow Recruit ,6.2
761,David O. Russell,315.0,124.0,737.0,Joy ,6.6
762,Babak Najafi,225.0,99.0,24.0,London Has Fallen ,5.9
763,Jean-Pierre Jeunet,223.0,116.0,0.0,Alien: Resurrection ,6.3
